,Village,Village Latitude,Village Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Summary,Venue Type
751,Chandni Chowk,28.65624046325684,77.23233032226562,Comesum,28.660668497816566,77.22781022853489,Restaurant,This spot is popular,general
752,Chandni Chowk,28.65624046325684,77.23233032226562,Old Delhi Railway Station (DLI),28.660579163305297,77.22856521606445,Train Station,This spot is popular,general
753,Daryaganj,28.64613914489746,77.24359893798828,Changezi Chicken,28.64375143292846,77.24048581691957,Indian Restaurant,This spot is popular,general
754,Daryaganj,28.64613914489746,77.24359893798828,Moti Mahal,28.646522533312474,77.24014482739257,Indian Restaurant,This spot is popular,general
755,Daryaganj,28.64613914489746,77.24359893798828,"Ansari Road, Daryaganj",28.6422581036937,77.24153403785718,Road,This spot is popular,general
756,Daryaganj,28.64613914489746,77.24359893798828,Hotel Broadway New Delhi,28.641057534471244,77.23790802388555,Hotel,This spot is popular,general
757,Daryaganj,28.64613914489746,77.24359893798828,Feroz Shah Kotla Stadium | फिरोज शाह कोटला स्टेडियम,28.637907077952665,77.24186897277832,Cricket Ground,This spot is popular,general
758,Daryaganj,28.64613914489746,77.24359893798828,National Gandhi Museum,28.638918583581898,77.24592643864518,History Museum,This spot is popular,general
759,Daryaganj,28.64613914489746,77.24359893798828,Stops Hostel Delhi,28.640796944408404,77.23896570534309,Hostel,This spot is popular,general
760,Daryaganj,28.64613914489746,77.24359893798828,Bhaja Govindam,28.641258001072153,77.23601077708814,Indian Restaurant,This spot is popular,general
761,Daryaganj,28.64613914489746,77.24359893798828,Tara Palace Daryaganj,28.649744,77.243302,Hotel,This spot is popular,general
762,Daryaganj,28.64613914489746,77.24359893798828,Delite Cinemas,28.641347246855624,77.23593391933304,Movie Theater,This spot is popular,general
763,Daryaganj,28.64613914489746,77.24359893798828,Comfort Inn The President,28.641009,77.238947,Hotel,This spot is popular,general
764,Daryaganj,28.64613914489746,77.24359893798828,Meena Bazar | मीना बाज़ार,28.65050142436041,77.23615110703864,Flea Market,This spot is popular,general
765,Jhandewalan,28.647260665893555,77.20319366455078,Sita Ram Diwan Chand Chole Bhature,28.642323765033268,77.2104165521629,Food,This spot is popular,general
766,Jhandewalan,28.647260665893555,77.20319366455078,Hotel Amax,28.646791218889298,77.21329464744466,Hotel,This spot is popular,general
767,Jhandewalan,28.647260665893555,77.20319366455078,Hotel Le Roi | New Delhi,28.64428439239109,77.21061733130924,Hotel,This spot is popular,general
768,Jhandewalan,28.647260665893555,77.20319366455078,Domino's Pizza,28.646,77.211,Pizza Place,This spot is popular,general
769,Jhandewalan,28.647260665893555,77.20319366455078,Changhezi,28.65534550356458,77.20046500101152,Indian Restaurant,This spot is popular,general
770,Jhandewalan,28.647260665893555,77.20319366455078,Malahotra Restaurant,28.641051838211972,77.21033320184107,Indian Restaurant,This spot is popular,general
771,Jhandewalan,28.647260665893555,77.20319366455078,natraj yes please,28.640664221000048,77.20944050542066,Hotel,This spot is popular,general
772,Jhandewalan,28.647260665893555,77.20319366455078,Kanvin Concepts Gifts and Promotioms,28.646597607234224,77.20560576432634,Gift Shop,This spot is popular,general
773,Jhandewalan,28.647260665893555,77.20319366455078,Café Festa,28.64101653509604,77.21030160576831,Indian Restaurant,This spot is popular,general
774,Jhandewalan,28.647260665893555,77.20319366455078,Jhandewalan | झंडेवालान Metro Station,28.64408401218538,77.19976902008057,Light Rail Station,This spot is popular,general
775,Jhandewalan,28.647260665893555,77.20319366455078,Chicago Pizza,28.64080055253233,77.20512290378579,Pizza Place,This spot is popular,general
776,Karol Bagh,28.650449752807614,77.18872833251953,Roshan Di Kulfi | रोशन दी क़ुल्फ़ी,28.650427914139385,77.192390835694,Snack Place,This spot is popular,general
777,Karol Bagh,28.650449752807614,77.18872833251953,McDonald's,28.648102486132608,77.19053921453036,Fast Food Restaurant,This spot is popular,general
778,Karol Bagh,28.650449752807614,77.18872833251953,Karim's,28.6445691137323,77.19138782759582,Indian Restaurant,This spot is popular,general
779,Karol Bagh,28.650449752807614,77.18872833251953,Ganesh restaurant,28.648379412159837,77.19282614060553,BBQ Joint,This spot is popular,general
780,Karol Bagh,28.650449752807614,77.18872833251953,Old Rajender nagar market,28.64184452042195,77.18614761022049,Food & Drink Shop,This spot is popular,general
781,Karol Bagh,28.650449752807614,77.18872833251953,Suruchi Restaurant,28.647168462765503,77.18869324334683,Indian Restaurant,This spot is popular,general
782,Karol Bagh,28.650449752807614,77.18872833251953,Taj Princess Hotel,28.64595642012375,77.18859778070309,Hotel,This spot is popular,general
783,Karol Bagh,28.650449752807614,77.18872833251953,Bikanerwala,28.648095699354407,77.19277902128863,Food & Drink Shop,This spot is popular,general
784,Karol Bagh,28.650449752807614,77.18872833251953,Punjab Sweet Corner,28.64658697934928,77.18942718002204,Indian Restaurant,This spot is popular,general
785,Karol Bagh,28.650449752807614,77.18872833251953,KFC,28.64803256525285,77.19108539980544,Fast Food Restaurant,This spot is popular,general
786,Karol Bagh,28.650449752807614,77.18872833251953,McDonald's,28.648172534962857,77.19061493150241,Fast Food Restaurant,This spot is popular,general
787,Karol Bagh,28.650449752807614,77.18872833251953,Art Of Spices,28.64359753300465,77.19051236773942,Snack Place,This spot is popular,general
788,Karol Bagh,28.650449752807614,77.18872833251953,Aroma Spice,28.64690019749735,77.18900209255025,Restaurant,This spot is popular,general
789,Karol Bagh,28.650449752807614,77.18872833251953,Cafe' Coffee Day,28.647062925349157,77.18960855773713,Coffee Shop,This spot is popular,general
790,Karol Bagh,28.650449752807614,77.18872833251953,Cafe Coffee Day,28.644371925934724,77.18858093434622,Coffee Shop,This spot is popular,general
791,Karol Bagh,28.650449752807614,77.18872833251953,Domino's Pizza,28.658,77.194,Pizza Place,This spot is popular,general
792,Karol Bagh,28.650449752807614,77.18872833251953,cafe coffee day,28.655796589800016,77.19607830047607,Coffee Shop,This spot is popular,general
793,Karol Bagh,28.650449752807614,77.18872833251953,Golds Gym (Pusa Road),28.643321688075496,77.18397559666921,Gym / Fitness Center,This spot is popular,general
794,Karol Bagh,28.650449752807614,77.18872833251953,Angan,28.64803171153648,77.19285064348014,Indian Restaurant,This spot is popular,general
795,Karol Bagh,28.650449752807614,77.18872833251953,Anjlika pastry shop,28.647862409700735,77.19038648527301,Bakery,This spot is popular,general
796,Karol Bagh,28.650449752807614,77.18872833251953,Hotel Sarthak Palace,28.645831879588428,77.18691874870619,Hotel,This spot is popular,general
797,Karol Bagh,28.650449752807614,77.18872833251953,Hotel Jivitesh,28.645089160666405,77.19318551616877,Hotel,This spot is popular,general
798,Karol Bagh,28.650449752807614,77.18872833251953,Hotel C Park Inn,28.647118717719245,77.19581903197505,Hotel,This spot is popular,general
799,Karol Bagh,28.650449752807614,77.18872833251953,34 Chowringhee Lane,28.643509168470406,77.19052386506416,Burrito Place,This spot is popular,general
800,Karol Bagh,28.650449752807614,77.18872833251953,Sunstar Residency Hotel New Delhi,28.645313380074715,77.18252170619155,Hotel,This spot is popular,general
801,Karol Bagh,28.650449752807614,77.18872833251953,Hotel Aster Inn New Delhi,28.647244580750993,77.19659391461063,Hotel,This spot is popular,general
802,Karol Bagh,28.650449752807614,77.18872833251953,Hotel Walnut Castle,28.64567394902667,77.19585833773795,Hotel,This spot is popular,general
803,Karol Bagh,28.650449752807614,77.18872833251953,PIND BALLUCHI,28.6511528279827,77.19776745909984,Indian Restaurant,This spot is popular,general
804,Bara Hindu Rao,28.66110038757324,77.20442199707031,Changhezi,28.65534550356458,77.20046500101152,Indian Restaurant,This spot is popular,general
805,Bara Hindu Rao,28.66110038757324,77.20442199707031,Pulbangsh metro station,28.66641586680745,77.2074294090271,Metro Station,This spot is popular,general
806,Bara Hindu Rao,28.66110038757324,77.20442199707031,Choley Kulchey Wala,28.661101478156155,77.2122027894986,Food Truck,This spot is popular,general
807,Bara Hindu Rao,28.66110038757324,77.20442199707031,Delhi Subzi Mandi Railway Station (SZM),28.668121127109586,77.20027173048291,Train Station,This spot is popular,general
808,Paharganj,28.645959854125977,77.21492767333984,bloomrooms @ New Delhi Railway Station,28.64553655967833,77.21770059555993,Hotel,This spot is popular,general
809,Paharganj,28.645959854125977,77.21492767333984,The Prime Balaji Deluxe @ New Delhi Railway Station,28.645246634338402,77.21743343727594,Hotel,This spot is popular,general
810,Paharganj,28.645959854125977,77.21492767333984,The Indian Grill Restaurant,28.646140825017163,77.21513343500447,Restaurant,This spot is popular,general
811,Paharganj,28.645959854125977,77.21492767333984,Tadka,28.640501116044682,77.21320775083299,Indian Restaurant,This spot is popular,general
812,Paharganj,28.645959854125977,77.21492767333984,Hotel City Star,28.64466061517661,77.21487207885538,Hotel,This spot is popular,general
813,Paharganj,28.645959854125977,77.21492767333984,The Drunkyard Cafe,28.641451,77.215506,Tibetan Restaurant,This spot is popular,general
814,Paharganj,28.645959854125977,77.21492767333984,쉼터,28.64149453220881,77.21315160796688,Korean Restaurant,This spot is popular,general
815,Paharganj,28.645959854125977,77.21492767333984,McDonald's,28.64493401837252,77.21398813391185,Fast Food Restaurant,This spot is popular,general
816,Paharganj,28.645959854125977,77.21492767333984,Hotel Aman International,28.64151470891798,77.21614825053108,Hotel,This spot is popular,general
817,Paharganj,28.645959854125977,77.21492767333984,Hotel Amax,28.646791218889298,77.21329464744466,Hotel,This spot is popular,general
818,Paharganj,28.645959854125977,77.21492767333984,Sita Ram Diwan Chand Chole Bhature,28.642323765033268,77.2104165521629,Food,This spot is popular,general
819,Paharganj,28.645959854125977,77.21492767333984,Zostel Delhi,28.64558973661711,77.21737338142562,Hostel,This spot is popular,general
820,Paharganj,28.645959854125977,77.21492767333984,Krishna rooftop cafe,28.641079863493733,77.21366067491157,Indian Chinese Restaurant,This spot is popular,general
821,Paharganj,28.645959854125977,77.21492767333984,My Bar,28.64071598696563,77.21068311768227,Bar,This spot is popular,general
822,Paharganj,28.645959854125977,77.21492767333984,The exotic roof top Restaurant,28.641039172929673,77.2136341282525,Indian Restaurant,This spot is popular,general
823,Paharganj,28.645959854125977,77.21492767333984,Appetite German bakery,28.640857250087922,77.21175850056954,Snack Place,This spot is popular,general
824,Paharganj,28.645959854125977,77.21492767333984,Hotel Godwin Deluxe New Delhi,28.64596590170701,77.21525414008858,Motel,This spot is popular,general
825,Paharganj,28.645959854125977,77.21492767333984,Domino's Pizza,28.646,77.211,Pizza Place,This spot is popular,general
826,Paharganj,28.645959854125977,77.21492767333984,Hotel Le Roi | New Delhi,28.64428439239109,77.21061733130924,Hotel,This spot is popular,general
827,Paharganj,28.645959854125977,77.21492767333984,Sam's Cafe,28.64110245283158,77.21266027981824,Café,This spot is popular,general
828,Paharganj,28.645959854125977,77.21492767333984,Malahotra Restaurant,28.641051838211972,77.21033320184107,Indian Restaurant,This spot is popular,general
829,Paharganj,28.645959854125977,77.21492767333984,Jyoti Mahal Guest House Hotel New Delhi,28.6419489302734,77.21182101423967,Hotel,This spot is popular,general
830,Paharganj,28.645959854125977,77.21492767333984,Hotel Grand Godwin,28.64590912257855,77.21533022876963,Hotel,This spot is popular,general
831,Paharganj,28.645959854125977,77.21492767333984,Satyam Rooftop Restaurant,28.641198,77.21369,Restaurant,This spot is popular,general
832,Paharganj,28.645959854125977,77.21492767333984,natraj yes please,28.640664221000048,77.20944050542066,Hotel,This spot is popular,general
833,Paharganj,28.645959854125977,77.21492767333984,Brown Bread Bakery,28.640883493288246,77.21228700446335,Bakery,This spot is popular,general
834,Paharganj,28.645959854125977,77.21492767333984,Amici Cafe,28.645515201144562,77.21780955791473,Pizza Place,This spot is popular,general
835,Paharganj,28.645959854125977,77.21492767333984,brownie cafe,28.645948320269955,77.21596956253052,Coffee Shop,This spot is popular,general
836,Paharganj,28.645959854125977,77.21492767333984,Vivek Hotel New Delhi,28.64112120405789,77.21265763730432,Hotel,This spot is popular,general
837,Paharganj,28.645959854125977,77.21492767333984,Ramakrishna Ashram Marg Metro Station,28.639131194423946,77.2085666656494,Light Rail Station,This spot is popular,general
838,Paharganj,28.645959854125977,77.21492767333984,Metropolis Hotel / Tourist Home,28.64070258750328,77.21065447108282,Breakfast Spot,This spot is popular,general
839,Paharganj,28.645959854125977,77.21492767333984,Café Festa,28.64101653509604,77.21030160576831,Indian Restaurant,This spot is popular,general
840,Paharganj,28.645959854125977,77.21492767333984,Hotel Hari Piorko,28.641100947236374,77.2141135891901,Hotel,This spot is popular,general
841,Paharganj,28.645959854125977,77.21492767333984,"Subway, Paharganj",28.64078003057344,77.2107935835259,Sandwich Place,This spot is popular,general
842,Paharganj,28.645959854125977,77.21492767333984,Karen Cafe,28.646062445619535,77.2146056996046,Restaurant,This spot is popular,general
843,Paharganj,28.645959854125977,77.21492767333984,Uppal Hotel,28.646318,77.215223,Hotel,This spot is popular,general
844,Paharganj,28.645959854125977,77.21492767333984,Café Nirvana,28.641333522569326,77.21468332222602,Café,This spot is popular,general
845,Paharganj,28.645959854125977,77.21492767333984,KFC,28.644982021197148,77.22350390164345,Fast Food Restaurant,This spot is popular,general
846,Paharganj,28.645959854125977,77.21492767333984,Main Bazaar,28.641255467630547,77.21380286357513,Road,This spot is popular,general
847,Paharganj,28.645959854125977,77.21492767333984,Ajanta Hotel,28.645819290880418,77.21590289784933,Hotel,This spot is popular,general
848,Paharganj,28.645959854125977,77.21492767333984,Hotel Gold Regency,28.641489638398298,77.21710400062459,Hotel,This spot is popular,general
849,Paharganj,28.645959854125977,77.21492767333984,Metropolis Restaurant,28.640752509715924,77.21054093526213,Indian Restaurant,This spot is popular,general
